dataset,seed,fitness_method,class_label,per_class_accuracy
syn_bin_imbalanced,7,pearson_r2,0,0.9559748427672956
syn_bin_imbalanced,7,pearson_r2,1,0.23809523809523808
syn_3c_balanced,0,accuracy,0,0.5135135135135135
syn_3c_balanced,0,accuracy,1,0.8513513513513513
syn_3c_balanced,0,accuracy,2,0.36363636363636365
syn_3c_balanced,0,f1_score,0,0.5
syn_3c_balanced,0,f1_score,1,0.5135135135135135
syn_3c_balanced,0,f1_score,2,0.6883116883116883
syn_3c_balanced,0,pearson_r2,0,0.5540540540540541
syn_3c_balanced,0,pearson_r2,1,0.3783783783783784
syn_3c_balanced,0,pearson_r2,2,0.922077922077922
syn_3c_balanced,1,accuracy,0,0.5466666666666666
syn_3c_balanced,1,accuracy,1,0.3333333333333333
syn_3c_balanced,1,accuracy,2,0.92
syn_3c_balanced,1,f1_score,0,0.64
syn_3c_balanced,1,f1_score,1,0.36
syn_3c_balanced,1,f1_score,2,0.96
syn_3c_balanced,1,pearson_r2,0,0.5733333333333334
syn_3c_balanced,1,pearson_r2,1,0.3466666666666667
syn_3c_balanced,1,pearson_r2,2,0.9066666666666666
syn_3c_balanced,2,accuracy,0,0.42105263157894735
syn_3c_balanced,2,accuracy,1,0.92
syn_3c_balanced,2,accuracy,2,0.5945945945945946
syn_3c_balanced,2,f1_score,0,0.5394736842105263
syn_3c_balanced,2,f1_score,1,0.92
syn_3c_balanced,2,f1_score,2,0.6216216216216216
syn_3c_balanced,2,pearson_r2,0,0.5394736842105263
syn_3c_balanced,2,pearson_r2,1,0.88
syn_3c_balanced,2,pearson_r2,2,0.7297297297297297
syn_3c_balanced,3,accuracy,0,0.49333333333333335
syn_3c_balanced,3,accuracy,1,0.5866666666666667
syn_3c_balanced,3,accuracy,2,0.96
syn_3c_balanced,3,f1_score,0,0.49333333333333335
syn_3c_balanced,3,f1_score,1,0.4
syn_3c_balanced,3,f1_score,2,0.9333333333333333
syn_3c_balanced,3,pearson_r2,0,0.7333333333333333
syn_3c_balanced,3,pearson_r2,1,0.76
syn_3c_balanced,3,pearson_r2,2,0.3466666666666667
syn_3c_balanced,4,accuracy,0,0.8378378378378378
syn_3c_balanced,4,accuracy,1,0.2727272727272727
syn_3c_balanced,4,accuracy,2,0.7567567567567568
syn_3c_balanced,4,f1_score,0,0.581081081081081
syn_3c_balanced,4,f1_score,1,0.8961038961038961
syn_3c_balanced,4,f1_score,2,0.32432432432432434
syn_3c_balanced,4,pearson_r2,0,0.9594594594594594
syn_3c_balanced,4,pearson_r2,1,0.2727272727272727
syn_3c_balanced,4,pearson_r2,2,0.6216216216216216
syn_3c_balanced,5,accuracy,0,0.44
syn_3c_balanced,5,accuracy,1,0.8947368421052632
syn_3c_balanced,5,accuracy,2,0.3783783783783784
syn_3c_balanced,5,f1_score,0,0.72
syn_3c_balanced,5,f1_score,1,0.9605263157894737
syn_3c_balanced,5,f1_score,2,0.08108108108108109
syn_3c_balanced,5,pearson_r2,0,0.7466666666666667
syn_3c_balanced,5,pearson_r2,1,0.9868421052631579
syn_3c_balanced,5,pearson_r2,2,0.12162162162162163
syn_3c_balanced,6,accuracy,0,0.6973684210526315
syn_3c_balanced,6,accuracy,1,0.48
syn_3c_balanced,6,accuracy,2,0.8108108108108109
syn_3c_balanced,6,f1_score,0,0.6710526315789473
syn_3c_balanced,6,f1_score,1,0.4533333333333333
syn_3c_balanced,6,f1_score,2,0.8378378378378378
syn_3c_balanced,6,pearson_r2,0,0.9342105263157895
syn_3c_balanced,6,pearson_r2,1,0.5866666666666667
syn_3c_balanced,6,pearson_r2,2,0.10810810810810811
syn_3c_balanced,7,accuracy,0,0.3698630136986301
syn_3c_balanced,7,accuracy,1,0.8846153846153846
syn_3c_balanced,7,accuracy,2,0.3783783783783784
syn_3c_balanced,7,f1_score,0,0.3698630136986301
syn_3c_balanced,7,f1_score,1,0.8974358974358975
syn_3c_balanced,7,f1_score,2,0.6621621621621622
syn_3c_balanced,7,pearson_r2,0,0.3561643835616438
syn_3c_balanced,7,pearson_r2,1,0.6153846153846154
syn_3c_balanced,7,pearson_r2,2,0.972972972972973
syn_3c_imbalanced,0,accuracy,0,0.9415584415584416
syn_3c_imbalanced,0,accuracy,1,0.37777777777777777
syn_3c_imbalanced,0,accuracy,2,0.5
syn_3c_imbalanced,0,f1_score,0,1.0
syn_3c_imbalanced,0,f1_score,1,0.3333333333333333
syn_3c_imbalanced,0,f1_score,2,0.34615384615384615
syn_3c_imbalanced,0,pearson_r2,0,0.9675324675324676
syn_3c_imbalanced,0,pearson_r2,1,0.4666666666666667
syn_3c_imbalanced,0,pearson_r2,2,0.15384615384615385
syn_3c_imbalanced,1,accuracy,0,0.8903225806451613
syn_3c_imbalanced,1,accuracy,1,0.6086956521739131
syn_3c_imbalanced,1,accuracy,2,0.25
syn_3c_imbalanced,1,f1_score,0,0.967741935483871
syn_3c_imbalanced,1,f1_score,1,0.15217391304347827
syn_3c_imbalanced,1,f1_score,2,0.0
syn_3c_imbalanced,1,pearson_r2,0,0.9935483870967742
syn_3c_imbalanced,1,pearson_r2,1,0.43478260869565216
syn_3c_imbalanced,1,pearson_r2,2,0.0
syn_3c_imbalanced,2,accuracy,0,0.8258064516129032
syn_3c_imbalanced,2,accuracy,1,0.44680851063829785
syn_3c_imbalanced,2,accuracy,2,0.5217391304347826
syn_3c_imbalanced,2,f1_score,0,1.0
syn_3c_imbalanced,2,f1_score,1,0.0
syn_3c_imbalanced,2,f1_score,2,0.0
syn_3c_imbalanced,2,pearson_r2,0,0.6516129032258065
syn_3c_imbalanced,2,pearson_r2,1,0.9361702127659575
syn_3c_imbalanced,2,pearson_r2,2,0.2608695652173913
syn_3c_imbalanced,3,accuracy,0,0.832258064516129
syn_3c_imbalanced,3,accuracy,1,0.6595744680851063
syn_3c_imbalanced,3,accuracy,2,0.08695652173913043
syn_3c_imbalanced,3,f1_score,0,0.967741935483871
syn_3c_imbalanced,3,f1_score,1,0.3617021276595745
syn_3c_imbalanced,3,f1_score,2,0.043478260869565216
syn_3c_imbalanced,3,pearson_r2,0,0.8580645161290322
syn_3c_imbalanced,3,pearson_r2,1,0.7021276595744681
syn_3c_imbalanced,3,pearson_r2,2,0.30434782608695654
syn_3c_imbalanced,4,accuracy,0,0.8589743589743589
syn_3c_imbalanced,4,accuracy,1,0.3191489361702128
syn_3c_imbalanced,4,accuracy,2,0.6363636363636364
syn_3c_imbalanced,4,f1_score,0,0.9102564102564102
syn_3c_imbalanced,4,f1_score,1,0.7446808510638298
syn_3c_imbalanced,4,f1_score,2,0.0
syn_3c_imbalanced,4,pearson_r2,0,1.0
syn_3c_imbalanced,4,pearson_r2,1,0.46808510638297873
syn_3c_imbalanced,4,pearson_r2,2,0.045454545454545456
syn_3c_imbalanced,5,accuracy,0,0.9487179487179487
syn_3c_imbalanced,5,accuracy,1,0.9347826086956522
syn_3c_imbalanced,5,accuracy,2,0.0
syn_3c_imbalanced,5,f1_score,0,0.9935897435897436
syn_3c_imbalanced,5,f1_score,1,0.717391304347826
syn_3c_imbalanced,5,f1_score,2,0.0
syn_3c_imbalanced,5,pearson_r2,0,0.8910256410256411
syn_3c_imbalanced,5,pearson_r2,1,0.8695652173913043
syn_3c_imbalanced,5,pearson_r2,2,0.0
syn_3c_imbalanced,6,accuracy,0,0.9358974358974359
syn_3c_imbalanced,6,accuracy,1,0.2391304347826087
syn_3c_imbalanced,6,accuracy,2,0.5217391304347826
syn_3c_imbalanced,6,f1_score,0,0.9487179487179487
syn_3c_imbalanced,6,f1_score,1,0.41304347826086957
syn_3c_imbalanced,6,f1_score,2,0.13043478260869565
syn_3c_imbalanced,6,pearson_r2,0,0.8717948717948718
syn_3c_imbalanced,6,pearson_r2,1,0.6086956521739131
syn_3c_imbalanced,6,pearson_r2,2,0.5652173913043478
syn_3c_imbalanced,7,accuracy,0,0.9294871794871795
syn_3c_imbalanced,7,accuracy,1,0.5434782608695652
syn_3c_imbalanced,7,accuracy,2,0.2608695652173913
syn_3c_imbalanced,7,f1_score,0,0.9615384615384616
syn_3c_imbalanced,7,f1_score,1,0.3695652173913043
syn_3c_imbalanced,7,f1_score,2,0.34782608695652173
syn_3c_imbalanced,7,pearson_r2,0,0.9423076923076923
syn_3c_imbalanced,7,pearson_r2,1,0.6739130434782609
syn_3c_imbalanced,7,pearson_r2,2,0.21739130434782608
syn_5c_imbalanced,0,accuracy,0,0.8148148148148148
syn_5c_imbalanced,0,accuracy,1,0.0
syn_5c_imbalanced,0,accuracy,2,0.0
syn_5c_imbalanced,0,accuracy,3,0.0
syn_5c_imbalanced,0,accuracy,4,0.8181818181818182
syn_5c_imbalanced,0,f1_score,0,0.9629629629629629
syn_5c_imbalanced,0,f1_score,1,0.18032786885245902
syn_5c_imbalanced,0,f1_score,2,0.25
syn_5c_imbalanced,0,f1_score,3,0.18181818181818182
syn_5c_imbalanced,0,f1_score,4,0.0
syn_5c_imbalanced,0,pearson_r2,0,0.7037037037037037
syn_5c_imbalanced,0,pearson_r2,1,0.5081967213114754
syn_5c_imbalanced,0,pearson_r2,2,0.3181818181818182
syn_5c_imbalanced,0,pearson_r2,3,0.6818181818181818
syn_5c_imbalanced,0,pearson_r2,4,0.0
syn_5c_imbalanced,1,accuracy,0,0.8098159509202454
syn_5c_imbalanced,1,accuracy,1,0.36065573770491804
syn_5c_imbalanced,1,accuracy,2,0.4666666666666667
syn_5c_imbalanced,1,accuracy,3,0.0
syn_5c_imbalanced,1,accuracy,4,0.2727272727272727
syn_5c_imbalanced,1,f1_score,0,0.9815950920245399
syn_5c_imbalanced,1,f1_score,1,0.36065573770491804
syn_5c_imbalanced,1,f1_score,2,0.1111111111111111
syn_5c_imbalanced,1,f1_score,3,0.1
syn_5c_imbalanced,1,f1_score,4,0.0
syn_5c_imbalanced,1,pearson_r2,0,0.7300613496932515
syn_5c_imbalanced,1,pearson_r2,1,0.8360655737704918
syn_5c_imbalanced,1,pearson_r2,2,0.044444444444444446
syn_5c_imbalanced,1,pearson_r2,3,0.05
syn_5c_imbalanced,1,pearson_r2,4,0.0
syn_5c_imbalanced,2,accuracy,0,0.9079754601226994
syn_5c_imbalanced,2,accuracy,1,0.3389830508474576
syn_5c_imbalanced,2,accuracy,2,0.0
syn_5c_imbalanced,2,accuracy,3,0.0
syn_5c_imbalanced,2,accuracy,4,0.2
syn_5c_imbalanced,2,f1_score,0,0.9815950920245399
syn_5c_imbalanced,2,f1_score,1,0.5932203389830508
syn_5c_imbalanced,2,f1_score,2,0.15217391304347827
syn_5c_imbalanced,2,f1_score,3,0.0
syn_5c_imbalanced,2,f1_score,4,0.0
syn_5c_imbalanced,2,pearson_r2,0,0.7239263803680982
syn_5c_imbalanced,2,pearson_r2,1,0.864406779661017
syn_5c_imbalanced,2,pearson_r2,2,0.6739130434782609
syn_5c_imbalanced,2,pearson_r2,3,0.4090909090909091
syn_5c_imbalanced,2,pearson_r2,4,0.1
syn_5c_imbalanced,3,accuracy,0,0.7037037037037037
syn_5c_imbalanced,3,accuracy,1,0.0
syn_5c_imbalanced,3,accuracy,2,0.0
syn_5c_imbalanced,3,accuracy,3,0.0
syn_5c_imbalanced,3,accuracy,4,0.6363636363636364
syn_5c_imbalanced,3,f1_score,0,0.8950617283950617
syn_5c_imbalanced,3,f1_score,1,0.4745762711864407
syn_5c_imbalanced,3,f1_score,2,0.08888888888888889
syn_5c_imbalanced,3,f1_score,3,0.043478260869565216
syn_5c_imbalanced,3,f1_score,4,0.0
syn_5c_imbalanced,3,pearson_r2,0,0.9567901234567902
syn_5c_imbalanced,3,pearson_r2,1,0.23728813559322035
syn_5c_imbalanced,3,pearson_r2,2,0.4222222222222222
syn_5c_imbalanced,3,pearson_r2,3,0.0
syn_5c_imbalanced,3,pearson_r2,4,0.0
syn_5c_imbalanced,4,accuracy,0,0.6851851851851852
syn_5c_imbalanced,4,accuracy,1,0.0
syn_5c_imbalanced,4,accuracy,2,0.28888888888888886
syn_5c_imbalanced,4,accuracy,3,0.0
syn_5c_imbalanced,4,accuracy,4,0.6363636363636364
syn_5c_imbalanced,4,f1_score,0,0.9567901234567902
syn_5c_imbalanced,4,f1_score,1,0.36065573770491804
syn_5c_imbalanced,4,f1_score,2,0.2
syn_5c_imbalanced,4,f1_score,3,0.19047619047619047
syn_5c_imbalanced,4,f1_score,4,0.0
syn_5c_imbalanced,4,pearson_r2,0,0.8765432098765432
syn_5c_imbalanced,4,pearson_r2,1,0.5901639344262295
syn_5c_imbalanced,4,pearson_r2,2,0.3111111111111111
syn_5c_imbalanced,4,pearson_r2,3,0.047619047619047616
syn_5c_imbalanced,4,pearson_r2,4,0.0
syn_5c_imbalanced,5,accuracy,0,0.7668711656441718
syn_5c_imbalanced,5,accuracy,1,0.08333333333333333
syn_5c_imbalanced,5,accuracy,2,0.13043478260869565
syn_5c_imbalanced,5,accuracy,3,0.0
syn_5c_imbalanced,5,accuracy,4,0.3
syn_5c_imbalanced,5,f1_score,0,0.8773006134969326
syn_5c_imbalanced,5,f1_score,1,0.5333333333333333
syn_5c_imbalanced,5,f1_score,2,0.21739130434782608
syn_5c_imbalanced,5,f1_score,3,0.23809523809523808
syn_5c_imbalanced,5,f1_score,4,0.0
syn_5c_imbalanced,5,pearson_r2,0,0.7668711656441718
syn_5c_imbalanced,5,pearson_r2,1,0.7833333333333333
syn_5c_imbalanced,5,pearson_r2,2,0.30434782608695654
syn_5c_imbalanced,5,pearson_r2,3,0.47619047619047616
syn_5c_imbalanced,5,pearson_r2,4,0.0
syn_5c_imbalanced,6,accuracy,0,0.9316770186335404
syn_5c_imbalanced,6,accuracy,1,0.0
syn_5c_imbalanced,6,accuracy,2,0.0
syn_5c_imbalanced,6,accuracy,3,0.0
syn_5c_imbalanced,6,accuracy,4,0.45454545454545453
syn_5c_imbalanced,6,f1_score,0,0.9440993788819876
syn_5c_imbalanced,6,f1_score,1,0.14516129032258066
syn_5c_imbalanced,6,f1_score,2,0.45454545454545453
syn_5c_imbalanced,6,f1_score,3,0.13636363636363635
syn_5c_imbalanced,6,f1_score,4,0.0
syn_5c_imbalanced,6,pearson_r2,0,0.9627329192546584
syn_5c_imbalanced,6,pearson_r2,1,0.016129032258064516
syn_5c_imbalanced,6,pearson_r2,2,0.5454545454545454
syn_5c_imbalanced,6,pearson_r2,3,0.5454545454545454
syn_5c_imbalanced,6,pearson_r2,4,0.0
syn_5c_imbalanced,7,accuracy,0,0.7469135802469136
syn_5c_imbalanced,7,accuracy,1,0.7540983606557377
syn_5c_imbalanced,7,accuracy,2,0.0
syn_5c_imbalanced,7,accuracy,3,0.0
syn_5c_imbalanced,7,accuracy,4,0.3
syn_5c_imbalanced,7,f1_score,0,0.8765432098765432
syn_5c_imbalanced,7,f1_score,1,0.6229508196721312
syn_5c_imbalanced,7,f1_score,2,0.4666666666666667
syn_5c_imbalanced,7,f1_score,3,0.0
syn_5c_imbalanced,7,f1_score,4,0.1
syn_5c_imbalanced,7,pearson_r2,0,0.5802469135802469
syn_5c_imbalanced,7,pearson_r2,1,0.9180327868852459
syn_5c_imbalanced,7,pearson_r2,2,0.4
syn_5c_imbalanced,7,pearson_r2,3,0.2727272727272727
syn_5c_imbalanced,7,pearson_r2,4,0.0
syn_bin_imbalanced_high_overlap,0,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,0,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,0,f1_score,0,0.41379310344827586
syn_bin_imbalanced_high_overlap,0,f1_score,1,0.5555555555555556
syn_bin_imbalanced_high_overlap,0,pearson_r2,0,0.40804597701149425
syn_bin_imbalanced_high_overlap,0,pearson_r2,1,0.5
syn_bin_imbalanced_high_overlap,1,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,1,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,1,f1_score,0,0.651685393258427
syn_bin_imbalanced_high_overlap,1,f1_score,1,0.28125
syn_bin_imbalanced_high_overlap,1,pearson_r2,0,0.7752808988764045
syn_bin_imbalanced_high_overlap,1,pearson_r2,1,0.1875
syn_bin_imbalanced_high_overlap,2,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,2,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,2,f1_score,0,0.5028571428571429
syn_bin_imbalanced_high_overlap,2,f1_score,1,0.5714285714285714
syn_bin_imbalanced_high_overlap,2,pearson_r2,0,0.5714285714285714
syn_bin_imbalanced_high_overlap,2,pearson_r2,1,0.45714285714285713
syn_bin_imbalanced_high_overlap,3,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,3,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,3,f1_score,0,0.4011299435028249
syn_bin_imbalanced_high_overlap,3,f1_score,1,0.6666666666666666
syn_bin_imbalanced_high_overlap,3,pearson_r2,0,0.807909604519774
syn_bin_imbalanced_high_overlap,3,pearson_r2,1,0.2727272727272727
syn_bin_imbalanced_high_overlap,4,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,4,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,4,f1_score,0,0.632183908045977
syn_bin_imbalanced_high_overlap,4,f1_score,1,0.4722222222222222
syn_bin_imbalanced_high_overlap,4,pearson_r2,0,0.6149425287356322
syn_bin_imbalanced_high_overlap,4,pearson_r2,1,0.3055555555555556
syn_bin_imbalanced_high_overlap,5,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,5,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,5,f1_score,0,0.7865168539325843
syn_bin_imbalanced_high_overlap,5,f1_score,1,0.3125
syn_bin_imbalanced_high_overlap,5,pearson_r2,0,0.9662921348314607
syn_bin_imbalanced_high_overlap,5,pearson_r2,1,0.125
syn_bin_imbalanced_high_overlap,6,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,6,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,6,f1_score,0,0.5284090909090909
syn_bin_imbalanced_high_overlap,6,f1_score,1,0.5882352941176471
syn_bin_imbalanced_high_overlap,6,pearson_r2,0,0.8011363636363636
syn_bin_imbalanced_high_overlap,6,pearson_r2,1,0.23529411764705882
syn_bin_imbalanced_high_overlap,7,accuracy,0,1.0
syn_bin_imbalanced_high_overlap,7,accuracy,1,0.0
syn_bin_imbalanced_high_overlap,7,f1_score,0,0.2742857142857143
syn_bin_imbalanced_high_overlap,7,f1_score,1,0.6857142857142857
syn_bin_imbalanced_high_overlap,7,pearson_r2,0,0.6057142857142858
syn_bin_imbalanced_high_overlap,7,pearson_r2,1,0.6
syn_3c_imbalanced_high_overlap,0,accuracy,0,1.0
syn_3c_imbalanced_high_overlap,0,accuracy,1,0.0
syn_3c_imbalanced_high_overlap,0,accuracy,2,0.08333333333333333
syn_3c_imbalanced_high_overlap,0,f1_score,0,1.0
syn_3c_imbalanced_high_overlap,0,f1_score,1,0.0
syn_3c_imbalanced_high_overlap,0,f1_score,2,0.0
syn_3c_imbalanced_high_overlap,0,pearson_r2,0,0.84472049689441
syn_3c_imbalanced_high_overlap,0,pearson_r2,1,0.5818181818181818
syn_3c_imbalanced_high_overlap,0,pearson_r2,2,0.0
syn_3c_imbalanced_high_overlap,1,accuracy,0,0.9074074074074074
syn_3c_imbalanced_high_overlap,1,accuracy,1,0.0
syn_3c_imbalanced_high_overlap,1,accuracy,2,0.0
syn_3c_imbalanced_high_overlap,1,f1_score,0,0.9876543209876543
syn_3c_imbalanced_high_overlap,1,f1_score,1,0.03508771929824561
syn_3c_imbalanced_high_overlap,1,f1_score,2,0.047619047619047616
syn_3c_imbalanced_high_overlap,1,pearson_r2,0,0.4444444444444444
syn_3c_imbalanced_high_overlap,1,pearson_r2,1,0.9473684210526315
syn_3c_imbalanced_high_overlap,1,pearson_r2,2,0.0
syn_3c_imbalanced_high_overlap,2,accuracy,0,0.9814814814814815
syn_3c_imbalanced_high_overlap,2,accuracy,1,0.0
syn_3c_imbalanced_high_overlap,2,accuracy,2,0.0
syn_3c_imbalanced_high_overlap,2,f1_score,0,1.0
syn_3c_imbalanced_high_overlap,2,f1_score,1,0.0
syn_3c_imbalanced_high_overlap,2,f1_score,2,0.0
syn_3c_imbalanced_high_overlap,2,pearson_r2,0,0.8950617283950617
syn_3c_imbalanced_high_overlap,2,pearson_r2,1,0.14814814814814814
syn_3c_imbalanced_high_overlap,2,pearson_r2,2,0.125
syn_3c_imbalanced_high_overlap,3,accuracy,0,1.0
syn_3c_imbalanced_high_overlap,3,accuracy,1,0.0
syn_3c_imbalanced_high_overlap,3,accuracy,2,0.0
syn_3c_imbalanced_high_overlap,3,f1_score,0,1.0
syn_3c_imbalanced_high_overlap,3,f1_score,1,0.0
syn_3c_imbalanced_high_overlap,3,f1_score,2,0.0
syn_3c_imbalanced_high_overlap,3,pearson_r2,0,0.4161490683229814
syn_3c_imbalanced_high_overlap,3,pearson_r2,1,0.5714285714285714
syn_3c_imbalanced_high_overlap,3,pearson_r2,2,0.08695652173913043
syn_3c_imbalanced_high_overlap,4,accuracy,0,0.85
syn_3c_imbalanced_high_overlap,4,accuracy,1,0.058823529411764705
syn_3c_imbalanced_high_overlap,4,accuracy,2,0.2413793103448276
syn_3c_imbalanced_high_overlap,4,f1_score,0,1.0
syn_3c_imbalanced_high_overlap,4,f1_score,1,0.0
syn_3c_imbalanced_high_overlap,4,f1_score,2,0.0
syn_3c_imbalanced_high_overlap,4,pearson_r2,0,0.40625
syn_3c_imbalanced_high_overlap,4,pearson_r2,1,0.9019607843137255
syn_3c_imbalanced_high_overlap,4,pearson_r2,2,0.0
syn_3c_imbalanced_high_overlap,5,accuracy,0,0.930379746835443
syn_3c_imbalanced_high_overlap,5,accuracy,1,0.16071428571428573
syn_3c_imbalanced_high_overlap,5,accuracy,2,0.038461538461538464
syn_3c_imbalanced_high_overlap,5,f1_score,0,1.0
syn_3c_imbalanced_high_overlap,5,f1_score,1,0.03571428571428571
syn_3c_imbalanced_high_overlap,5,f1_score,2,0.0
syn_3c_imbalanced_high_overlap,5,pearson_r2,0,0.8354430379746836
syn_3c_imbalanced_high_overlap,5,pearson_r2,1,0.2857142857142857
syn_3c_imbalanced_high_overlap,5,pearson_r2,2,0.07692307692307693
syn_3c_imbalanced_high_overlap,6,accuracy,0,1.0
syn_3c_imbalanced_high_overlap,6,accuracy,1,0.0
syn_3c_imbalanced_high_overlap,6,accuracy,2,0.0
syn_3c_imbalanced_high_overlap,6,f1_score,0,1.0
syn_3c_imbalanced_high_overlap,6,f1_score,1,0.0
syn_3c_imbalanced_high_overlap,6,f1_score,2,0.0
syn_3c_imbalanced_high_overlap,6,pearson_r2,0,0.8742138364779874
syn_3c_imbalanced_high_overlap,6,pearson_r2,1,0.35714285714285715
syn_3c_imbalanced_high_overlap,6,pearson_r2,2,0.04
syn_3c_imbalanced_high_overlap,7,accuracy,0,0.8076923076923077
syn_3c_imbalanced_high_overlap,7,accuracy,1,0.43859649122807015
syn_3c_imbalanced_high_overlap,7,accuracy,2,0.1111111111111111
syn_3c_imbalanced_high_overlap,7,f1_score,0,0.9935897435897436
syn_3c_imbalanced_high_overlap,7,f1_score,1,0.14035087719298245
syn_3c_imbalanced_high_overlap,7,f1_score,2,0.07407407407407407
syn_3c_imbalanced_high_overlap,7,pearson_r2,0,0.9615384615384616
syn_3c_imbalanced_high_overlap,7,pearson_r2,1,0.24561403508771928
syn_3c_imbalanced_high_overlap,7,pearson_r2,2,0.0
syn_bin_imbalanced_complete_overlap,0,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,0,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,0,f1_score,0,0.6927083333333334
syn_bin_imbalanced_complete_overlap,0,f1_score,1,0.2222222222222222
syn_bin_imbalanced_complete_overlap,0,pearson_r2,0,0.8333333333333334
syn_bin_imbalanced_complete_overlap,0,pearson_r2,1,0.3333333333333333
syn_bin_imbalanced_complete_overlap,1,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,1,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,1,f1_score,0,0.5026737967914439
syn_bin_imbalanced_complete_overlap,1,f1_score,1,0.6086956521739131
syn_bin_imbalanced_complete_overlap,1,pearson_r2,0,0.5026737967914439
syn_bin_imbalanced_complete_overlap,1,pearson_r2,1,0.6086956521739131
syn_bin_imbalanced_complete_overlap,2,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,2,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,2,f1_score,0,0.7947368421052632
syn_bin_imbalanced_complete_overlap,2,f1_score,1,0.35
syn_bin_imbalanced_complete_overlap,2,pearson_r2,0,0.7421052631578947
syn_bin_imbalanced_complete_overlap,2,pearson_r2,1,0.4
syn_bin_imbalanced_complete_overlap,3,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,3,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,3,f1_score,0,0.44502617801047123
syn_bin_imbalanced_complete_overlap,3,f1_score,1,0.5789473684210527
syn_bin_imbalanced_complete_overlap,3,pearson_r2,0,0.8848167539267016
syn_bin_imbalanced_complete_overlap,3,pearson_r2,1,0.21052631578947367
syn_bin_imbalanced_complete_overlap,4,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,4,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,4,f1_score,0,0.5513513513513514
syn_bin_imbalanced_complete_overlap,4,f1_score,1,0.4
syn_bin_imbalanced_complete_overlap,4,pearson_r2,0,0.5405405405405406
syn_bin_imbalanced_complete_overlap,4,pearson_r2,1,0.48
syn_bin_imbalanced_complete_overlap,5,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,5,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,5,f1_score,0,0.5
syn_bin_imbalanced_complete_overlap,5,f1_score,1,0.6
syn_bin_imbalanced_complete_overlap,5,pearson_r2,0,0.7
syn_bin_imbalanced_complete_overlap,5,pearson_r2,1,0.35
syn_bin_imbalanced_complete_overlap,6,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,6,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,6,f1_score,0,0.6683937823834197
syn_bin_imbalanced_complete_overlap,6,f1_score,1,0.29411764705882354
syn_bin_imbalanced_complete_overlap,6,pearson_r2,0,0.927461139896373
syn_bin_imbalanced_complete_overlap,6,pearson_r2,1,0.11764705882352941
syn_bin_imbalanced_complete_overlap,7,accuracy,0,1.0
syn_bin_imbalanced_complete_overlap,7,accuracy,1,0.0
syn_bin_imbalanced_complete_overlap,7,f1_score,0,0.7195767195767195
syn_bin_imbalanced_complete_overlap,7,f1_score,1,0.23809523809523808
syn_bin_imbalanced_complete_overlap,7,pearson_r2,0,0.8518518518518519
syn_bin_imbalanced_complete_overlap,7,pearson_r2,1,0.09523809523809523
syn_4c_imbalanced_complete_overlap,0,accuracy,0,1.0
syn_4c_imbalanced_complete_overlap,0,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,0,accuracy,2,0.0
syn_4c_imbalanced_complete_overlap,0,accuracy,3,0.0
syn_4c_imbalanced_complete_overlap,0,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,0,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,0,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,0,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,0,pearson_r2,0,0.766497461928934
syn_4c_imbalanced_complete_overlap,0,pearson_r2,1,0.04878048780487805
syn_4c_imbalanced_complete_overlap,0,pearson_r2,2,0.047619047619047616
syn_4c_imbalanced_complete_overlap,0,pearson_r2,3,0.18181818181818182
syn_4c_imbalanced_complete_overlap,1,accuracy,0,1.0
syn_4c_imbalanced_complete_overlap,1,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,1,accuracy,2,0.0
